Task 1- Release:  0.100, Completion:  0.196, Response: 0.096, WCRT: 0.096, Next Release:  0.400
Task 2- Release: 37.300, Completion: 37.414, Response: 0.114, WCRT: 0.161, Next Release: 37.700
Task 1- Release: 37.300, Completion: 37.415, Response: 0.115, WCRT: 0.211, Next Release: 37.600
Task 3- Release: 37.300, Completion: 37.510, Response: 0.211, WCRT: 0.233, Next Release: 37.900
Task 1- Release: 37.600, Completion: 37.735, Response: 0.135, WCRT: 0.211, Next Release: 37.900
Task 2- Release: 37.700, Completion: 37.799, Response: 0.099, WCRT: 0.161, Next Release: 38.100
Task 1- Release: 37.900, Completion: 38.008, Response: 0.108, WCRT: 0.211, Next Release: 38.200
Task 3- Release: 37.900, Completion: 38.008, Response: 0.109, WCRT: 0.233, Next Release: 38.500
Task 2- Release: 38.100, Completion: 38.219, Response: 0.119, WCRT: 0.161, Next Release: 38.500
Task 1- Release: 38.200, Completion: 38.319, Response: 0.119, WCRT: 0.211, Next Release: 38.500
Task 1- Release: 38.500, Completion: 38.610, Response: 0.111, WCRT: 0.211, Next Release: 38.800
Task 2- Release: 38.500, Completion: 38.611, Response: 0.111, WCRT: 0.161, Next Release: 38.900
Task 3- Release: 38.500, Completion: 38.707, Response: 0.208, WCRT: 0.233, Next Release: 39.100
Task 1- Release: 38.800, Completion: 38.915, Response: 0.115, WCRT: 0.211, Next Release: 39.100
Task 2- Release: 38.900, Completion: 39.016, Response: 0.116, WCRT: 0.161, Next Release: 39.300
Task 1- Release: 39.100, Completion: 39.214, Response: 0.114, WCRT: 0.211, Next Release: 39.400
Task 3- Release: 39.100, Completion: 39.214, Response: 0.115, WCRT: 0.233, Next Release: 39.700
Task 2- Release: 39.300, Completion: 39.414, Response: 0.115, WCRT: 0.161, Next Release: 39.700
Task 1- Release: 39.400, Completion: 39.514, Response: 0.115, WCRT: 0.211, Next Release: 39.700
Task 2- Release: 39.700, Completion: 39.814, Response: 0.114, WCRT: 0.161, Next Release: 40.100
Task 1- Release: 39.700, Completion: 39.816, Response: 0.116, WCRT: 0.211, Next Release: 40.000
Task 3- Release: 39.700, Completion: 39.913, Response: 0.213, WCRT: 0.233, Next Release: 40.300
Task 1- Release: 40.000, Completion: 40.124, Response: 0.124, WCRT: 0.211, Next Release: 40.300
Task 2- Release: 40.100, Completion: 40.211, Response: 0.112, WCRT: 0.161, Next Release: 40.500
Task 1- Release: 40.300, Completion: 40.408, Response: 0.108, WCRT: 0.211, Next Release: 40.600
Task 3- Release: 40.300, Completion: 40.410, Response: 0.110, WCRT: 0.233, Next Release: 40.900
Task 2- Release: 40.500, Completion: 40.630, Response: 0.131, WCRT: 0.161, Next Release: 40.900
Task 1- Release: 40.600, Completion: 40.716, Response: 0.116, WCRT: 0.211, Next Release: 40.900
Task 2- Release: 40.900, Completion: 41.010, Response: 0.110, WCRT: 0.161, Next Release: 41.300
Task 1- Release: 40.900, Completion: 41.012, Response: 0.112, WCRT: 0.211, Next Release: 41.200
Task 3- Release: 40.900, Completion: 41.105, Response: 0.205, WCRT: 0.233, Next Release: 41.500
Task 1- Release: 41.200, Completion: 41.319, Response: 0.119, WCRT: 0.211, Next Release: 41.500
Task 2- Release: 41.300, Completion: 41.425, Response: 0.125, WCRT: 0.161, Next Release: 41.700
Task 3- Release: 41.500, Completion: 41.599, Response: 0.099, WCRT: 0.233, Next Release: 42.100
Task 1- Release: 41.500, Completion: 41.600, Response: 0.100, WCRT: 0.211, Next Release: 41.800
Task 2- Release: 41.700, Completion: 41.811, Response: 0.111, WCRT: 0.161, Next Release: 42.100
Task 1- Release: 41.800, Completion: 41.910, Response: 0.110, WCRT: 0.211, Next Release: 42.100
Task 1- Release: 42.100, Completion: 42.220, Response: 0.120, WCRT: 0.211, Next Release: 42.400
Task 2- Release: 42.100, Completion: 42.223, Response: 0.124, WCRT: 0.161, Next Release: 42.500
Task 3- Release: 42.100, Completion: 42.321, Response: 0.222, WCRT: 0.233, Next Release: 42.700
