Task 1- Release:  0.100, Completion:  0.210, Response: 0.110, WCRT: 0.110, Next Release:  0.400
Task 1- Release: 37.300, Completion: 37.407, Response: 0.107, WCRT: 0.131, Next Release: 37.600
Task 2- Release: 37.300, Completion: 37.509, Response: 0.209, WCRT: 0.230, Next Release: 37.700
Task 1- Release: 37.600, Completion: 37.699, Response: 0.099, WCRT: 0.131, Next Release: 37.900
Task 3- Release: 37.300, Completion: 37.704, Response: 0.404, WCRT: 0.535, Next Release: 37.900
Task 2- Release: 37.700, Completion: 37.801, Response: 0.101, WCRT: 0.230, Next Release: 38.100
Task 1- Release: 37.900, Completion: 38.000, Response: 0.100, WCRT: 0.131, Next Release: 38.200
Task 3- Release: 37.900, Completion: 38.100, Response: 0.200, WCRT: Task 2- Release: 38.100, Completion: Task 1- Release: 38.200, Completion: 38.301, Response: 0.101, WCRT: 0.131, Next Release: 38.500
38.201, Response: 0.101, WCRT: 0.230, Next Release: 38.500
0.535, Next Release: 38.500
Task 1- Release: 38.500, Completion: 38.603, Response: 0.103, WCRT: 0.131, Next Release: 38.800
Task 2- Release: 38.500, Completion: 38.705, Response: 0.205, WCRT: 0.230, Next Release: 38.900
Task 3- Release: 38.500, Completion: 38.803, Response: 0.303, WCRT: 0.535, Next Release: 39.100
Task 1- Release: 38.800, Completion: 38.904, Response: 0.104, WCRT: 0.131, Next Release: 39.100
Task 2- Release: 38.900, Completion: 39.000, Response: 0.100, WCRT: 0.230, Next Release: 39.300
Task 1- Release: 39.100, Completion: 39.221, Response: 0.121, WCRT: 0.131, Next Release: 39.400
Task 2- Release: 39.300, Completion: 39.405Task 1- Release: 39.400, Completion: 39.507, Response: 0.107, WCRT: 0.131, Next Release: 39.700
, Response: 0.105, WCRT: 0.230, Next Release: 39.700
Task 3- Release: 39.100, Completion: 39.522, Response: 0.422, WCRT: 0.535, Next Release: 39.700
Task 1- Release: 39.700, Completion: 39.824, Response: 0.124, WCRT: 0.131, Next Release: 40.000
Task 2- Release: 39.700, Completion: 39.927, Response: 0.227, WCRT: 0.230, Next Release: 40.100
Task 1- Release: 40.000, Completion: 40.110, Response: 0.110, WCRT: 0.131, Next Release: 40.300
Task 2- Release: 40.100, Completion: 40.212, Response: 0.112, WCRT: 0.230, Next Release: 40.500
Task 3- Release: 39.700, Completion: 40.231, Response: 0.531, WCRT: 0.535, Next Release: 40.300
Task 1- Release: 40.300, Completion: 40.414, Response: 0.114, WCRT: 0.131, Next Release: 40.600
Task 1- Release: 40.600, Completion: 40.702, Response: 0.102, WCRT: 0.131, Next Release: 40.900
Task 2- Release: 40.500, Completion: 40.712, Response: 0.212, WCRT: 0.230, Next Release: 40.900
Task 3- Release: 40.300, Completion: 40.720, Response: 0.420, WCRT: 0.535, Next Release: 40.900
Task 1- Release: 40.900, Completion: 41.004, Response: 0.104, WCRT: 0.131, Next Release: 41.200
Task 2- Release: 40.900, Completion: 41.106, Response: 0.206, WCRT: 0.230, Next Release: 41.300
Task 1- Release: 41.200, Completion: 41.304, Response: 0.104, WCRT: 0.131, Next Release: 41.500
Task 2- Release: 41.300, Completion: 41.408, Response: 0.108, WCRT: 0.230, Next Release: 41.700
Task 3- Release: 40.900, Completion: 41.411, Response: 0.511, WCRT: 0.535, Next Release: 41.500
Task 1- Release: 41.500, Completion: 41.614, Response: 0.114, WCRT: 0.131, Next Release: 41.800
Task 1- Release: 41.800, Completion: 41.904, Response: 0.104, WCRT: 0.131, Next Release: 42.100
Task 2- Release: 41.700, Completion: 41.905, Response: 0.205, WCRT: 0.230, Next Release: 42.100
Task 3- Release: 41.500, Completion: 41.912, Response: 0.412, WCRT: 0.535, Next Release: 42.100
Task 1- Release: 42.100, Completion: 42.223, Response: 0.123, WCRT: 0.131, Next Release: 42.400
Task 2- Release: 42.100, Completion: 42.323, Response: 0.223, WCRT: 0.230, Next Release: 42.500
Task 1- Release: 42.400, Completion: 42.512, Response: 0.112, WCRT: 0.131, Next Release: 42.700
Task 2- Release: 42.500, Completion: 42.612, Response: 0.112, WCRT: 0.230, Next Release: 42.900
Task 3- Release: 42.100, Completion: 42.625, Response: 0.525, WCRT: 0.535, Next Release: 42.700
Task 1- Release: 42.700, Completion: 42.814, Response: 0.114, WCRT: 0.131, Next Release: 43.000
Task 2- Release: 42.900, Completion: 43.004, Response: Task 1- Release: 43.000, Completion: 43.107, Response: 0.107, WCRT: 0.131, Next Release: 43.300
0.104, WCRT: 0.230, Next Release: 43.300
Task 3- Release: 42.700, Completion: 43.117, Response: 0.417, WCRT: 0.535, Next Release: 43.300
Task 1- Release: 43.300, Completion: 43.418, Response: 0.118, WCRT: 0.131, Next Release: 43.600
Task 2- Release: 43.300, Completion: 43.520, Response: 0.220, WCRT: 0.230, Next Release: 43.700
Task 1- Release: 43.600, Completion: 43.706, Response: 0.106, WCRT: 0.131, Next Release: 43.900
Task 2- Release: 43.700, Completion: 43.803, Response: 0.103, WCRT: 0.230, Next Release: 44.100
Task 3- Release: 43.300, Completion: 43.817, Response: 0.517, WCRT: 0.535, Next Release: 43.900
Task 1- Release: 43.900, Completion: 43.996, Response: 0.096, WCRT: 0.131, Next Release: 44.200
Task 3- Release: 43.900, Completion: 44.093, Response: 0.193, WCRT: 0.535, Next Release: 44.500
Task 2- Release: 44.100, Completion: 44.199, Response: 0.099, WCRT: 0.230, Next Release: 44.500
Task 1- Release: 44.200, Completion: 44.308, Response: 0.108, WCRT: 0.131, Next Release: 44.500
Task 1- Release: 44.500, Completion: 44.626, Response: 0.126, WCRT: 0.131, Next Release: 44.800
Task 2- Release: 44.500, Completion: 44.726, Response: 0.226, WCRT: 0.230, Next Release: 44.900
Task 1- Release: 44.800, Completion: 44.917, Response: 0.117, WCRT: 0.131, Next Release: 45.100
Task 2- Release: 44.900, Completion: 45.021, Response: 0.121, WCRT: 0.230, Next Release: 45.300
Task 3- Release: 44.500, Completion: 45.033, Response: 0.533, WCRT: 0.535, Next Release: 45.100
Task 1- Release: 45.100, Completion: 45.222, Response: 0.122, WCRT: 0.131, Next Release: 45.400
Task 1- Release: 45.400, Completion: 45.507, Response: 0.107, WCRT: 0.131, Next Release: 45.700
Task 2- Release: 45.300, Completion: 45.512, Response: 0.212, WCRT: 0.230, Next Release: 45.700
Task 3- Release: 45.100, Completion: 45.526, Response: 0.426, WCRT: 0.535, Next Release: 45.700
Task 1- Release: 45.700, Completion: 45.820, Response: 0.120, WCRT: 0.131, Next Release: 46.000
Task 2- Release: 45.700, Completion: 45.921, Response: 0.221, WCRT: 0.230, Next Release: 46.100
Task 1- Release: 46.000, Completion: 46.101, Response: 0.101, WCRT: 0.131, Next Release: 46.300
Task 2- Release: 46.100, Completion: 46.203, Response: 0.103, WCRT: 0.230, Next Release: 46.500
Task 3- Release: 45.700, Completion: 46.223, Response: 0.523, WCRT: 0.535, Next Release: 46.300
Task 1- Release: 46.300, Completion: 46.421, Response: 0.121, WCRT: 0.131, Next Release: 46.600
Task 2Task 1- Release: 46.600, Completion: 46.700, Response: 0.100, WCRT: 0.131, Next Release: 46.900
- Release: 46.500, Completion: 46.599, Response: 0.099, WCRT: 0.230, Next Release: 46.900
Task 3- Release: 46.300, Completion: 46.717, Response: 0.417, WCRT: 0.535, Next Release: 46.900
Task 1- Release: 46.900, Completion: 47.008, Response: 0.108, WCRT: 0.131, Next Release: 47.200
Task 2- Release: 46.900, Completion: 47.113, Response: 0.213, WCRT: 0.230, Next Release: 47.300
Task 1- Release: 47.200, Completion: 47.308, Response: 0.108, WCRT: 0.131, Next Release: 47.500
Task 2- Release: 47.300, Completion: 47.411, Response: 0.111, WCRT: 0.230, Next Release: 47.700
Task 3- Release: 46.900, Completion: 47.419, Response: 0.519, WCRT: 0.535, Next Release: 47.500
Task 1- Release: 47.500, Completion: 47.627, Response: 0.127, WCRT: 0.131, Next Release: 47.800
Task 2- Release: 47.700, Completion: 47.799, Response: 0.099, WCRT: 0.230, Next Release: 48.100
Task 1- Release: 47.800, Completion: 47.904, Response: 0.104, WCRT: 0.131, Next Release: 48.100
Task 3- Release: 47.500, Completion: 47.929, Response: 0.429, WCRT: 0.535, Next Release: 48.100
Task 1- Release: 48.100, Completion: 48.219, Response: 0.119, WCRT: 0.131, Next Release: 48.400
Task 2- Release: 48.100, Completion: 48.321, Response: 0.221, WCRT: 0.230, Next Release: 48.500
Task 1- Release: 48.400, Completion: 48.504, Response: 0.104, WCRT: 0.131, Next Release: 48.700
Task 2- Release: 48.500, Completion: 48.607, Response: 0.107, WCRT: 0.230, Next Release: 48.900
Task 3- Release: 48.100, Completion: 48.621, Response: 0.521, WCRT: 0.535, Next Release: 48.700
Task 1- Release: 48.700, Completion: 48.822, Response: 0.122, WCRT: 0.131, Next Release: 49.000
Task 1- Release: 49.000, Completion: 49.099, Response: 0.099, WCRT: 0.131, Next Release: 49.300
Task 2- Release: 48.900, Completion: 49.102, Response: 0.202, WCRT: 0.230, Next Release: 49.300
Task 3- Release: 48.700, Completion: 49.123, Response: 0.422, WCRT: 0.535, Next Release: 49.300
Task 1- Release: 49.300, Completion: 49.424, Response: 0.124, WCRT: 0.131, Next Release: 49.600
Task 2- Release: 49.300, Completion: 49.524, Response: 0.224, WCRT: 0.230, Next Release: 49.700
Task 1- Release: 49.600, Completion: 49.700, Response: 0.100, WCRT: 0.131, Next Release: 49.900
Task 2- Release: 49.700, Completion: 49.802, Response: 0.102, WCRT: 0.230, Next Release: 50.100
Task 3- Release: 49.300, Completion: 49.821, Response: 0.521, WCRT: 0.535, Next Release: 49.900
Task 1- Release: 49.900, Completion: 50.002, Response: 0.102, WCRT: 0.131, Next Release: 50.200
Task 2- Release: 50.100, Completion: Task 1- Release: 50.200, Completion: 50.300, Response: 0.100, WCRT: 0.131, Next Release: 50.500
50.201, Response: 0.101, WCRT: 0.230, Next Release: 50.500
Task 3- Release: 49.900, Completion: 50.301, Response: 0.401, WCRT: 0.535, Next Release: 50.500
Task 1- Release: 50.500, Completion: 50.622, Response: 0.122, WCRT: 0.131, Next Release: 50.800
Task 2- Release: 50.500, Completion: 50.725, Response: 0.225, WCRT: 0.230, Next Release: 50.900
Task 1- Release: 50.800, Completion: 50.905, Response: 0.105, WCRT: 0.131, Next Release: 51.100
Task 2- Release: 50.900, Completion: 51.006, Response: 0.106, WCRT: 0.230, Next Release: 51.300
Task 3- Release: 50.500, Completion: 51.028, Response: 0.528, WCRT: 0.535, Next Release: 51.100
Task 1- Release: 51.100, Completion: 51.218, Response: 0.118, WCRT: 0.131, Next Release: 51.400
Task 1- Release: 51.400, Completion: 51.500, Response: 0.100, WCRT: 0.131, Next Release: 51.700
Task 2- Release: 51.300, Completion: 51.516, Response: 0.216, WCRT: 0.230, Next Release: 51.700
Task 3- Release: 51.100, Completion: 51.519, Response: 0.419, WCRT: 0.535, Next Release: 51.700
Task 1- Release: 51.700, Completion: 51.820, Response: 0.120, WCRT: 0.131, Next Release: 52.000
Task 2- Release: 51.700, Completion: 51.924, Response: 0.224, WCRT: 0.230, Next Release: 52.100
Task 1- Release: 52.000, Completion: 52.099, Response: 0.099, WCRT: 0.131, Next Release: 52.300
Task 2- Release: 52.100, Completion: 52.200, Response: 0.100, WCRT: 0.230, Next Release: 52.500
Task 3- Release: 51.700, Completion: 52.220, Response: 0.520, WCRT: 0.535, Next Release: 52.300
Task 1- Release: 52.300, Completion: 52.411, Response: 0.111, WCRT: 0.131, Next Release: 52.600
Task 3Task 1- Release: 52.600, Completion: 52.701, Response: 0.101, WCRT: 0.131, Next Release: 52.900
Task 2- Release: 52.500, Completion: 52.703, Response: 0.203, WCRT: 0.230, Next Release: 52.900
- Release: 52.300, Completion: 52.507, Response: 0.207, WCRT: 0.535, Next Release: 52.900
Task 1- Release: 52.900, Completion: 53.001, Response: 0.101, WCRT: 0.131, Next Release: 53.200
Task 2- Release: 52.900, Completion: 53.102, Response: 0.202, WCRT: 0.230, Next Release: 53.300
Task 3- Release: 52.900, Completion: 53.198, Response: 0.298, WCRT: 0.535, Next Release: 53.500
Task 1- Release: 53.200, Completion: 53.317, Response: 0.117, WCRT: 0.131, Next Release: 53.500
Task 2- Release: 53.300, Completion: 53.413, Response: 0.113, WCRT: 0.230, Next Release: 53.700
Task 1- Release: 53.500, Completion: 53.610, Response: 0.110, WCRT: 0.131, Next Release: 53.800
Task 2- Release: 53.700, Completion: Task 1- Release: 53.800, Completion: 53.903, Response: 0.103, WCRT: 0.131, Next Release: 54.100
53.800, Response: 0.100, WCRT: 0.230, Next Release: 54.100
Task 3- Release: 53.500, Completion: 53.907, Response: 0.407, WCRT: 0.535, Next Release: 54.100
Task 1- Release: 54.100, Completion: 54.222, Response: 0.122, WCRT: 0.131, Next Release: 54.400
Task 2- Release: 54.100, Completion: 54.326, Response: 0.226, WCRT: 0.230, Next Release: 54.500
Task 1- Release: 54.400, Completion: 54.506, Response: 0.106, WCRT: 0.131, Next Release: 54.700
Task 2- Release: 54.500, Completion: 54.606, Response: 0.106, WCRT: 0.230, Next Release: 54.900
Task 3- Release: 54.100, Completion: 54.622, Response: 0.522, WCRT: 0.535, Next Release: 54.700
Task 1- Release: 54.700, Completion: 54.821, Response: 0.121, WCRT: 0.131, Next Release: 55.000
Task 1- Release: 55.000, Completion: 55.102, Response: 0.102, WCRT: 0.131, Next Release: 55.300
Task 2- Release: 54.900, Completion: 55.104, Response: 0.204, WCRT: 0.230, Next Release: 55.300
Task 3- Release: 54.700, Completion: 55.123, Response: 0.423, WCRT: 0.535, Next Release: 55.300
Task 1- Release: 55.300, Completion: 55.421, Response: 0.121, WCRT: 0.131, Next Release: 55.600
Task 2- Release: 55.300, Completion: 55.523, Response: 0.223, WCRT: 0.230, Next Release: 55.700
Task 1- Release: 55.600, Completion: 55.713, Response: 0.113, WCRT: 0.131, Next Release: 55.900
Task 2- Release: 55.700, Completion: 55.813, Response: 0.113, WCRT: 0.230, Next Release: 56.100
Task 3- Release: 55.300, Completion: 55.824, Response: 0.524, WCRT: 0.535, Next Release: 55.900
Task 1- Release: 55.900, Completion: 56.007, Response: 0.107, WCRT: 0.131, Next Release: 56.200
Task 3- Release: 55.900, Completion: Task Task 1- Release: 56.200, Completion: 56.303, Response: 0.103, WCRT: 0.131, Next Release: 56.500
2- Release: 56.100, Completion: 56.200, Response: 0.100, WCRT: 0.230, Next Release: 56.500
56.103, Response: 0.203, WCRT: 0.535, Next Release: 56.500
Task 1- Release: 56.500, Completion: 56.620, Response: 0.120, WCRT: 0.131, Next Release: 56.800
Task 2- Release: 56.500, Completion: 56.721, Response: 0.221, WCRT: 0.230, Next Release: 56.900
Task 1- Release: 56.800, Completion: 56.902, Response: 0.102, WCRT: 0.131, Next Release: 57.100
Task 2- Release: 56.900, Completion: 57.002, Response: 0.102, WCRT: 0.230, Next Release: 57.300
Task 3- Release: 56.500, Completion: 57.019, Response: 0.519, WCRT: 0.535, Next Release: 57.100
Task 1- Release: 57.100, Completion: 57.203, Response: 0.103, WCRT: 0.131, Next Release: 57.400
Task 3- Release: 57.100, Completion: 57.297, Response: 0.197, WCRT: 0.535, Next Release: 57.700
Task 2- Release: 57.300Task 1- Release: 57.400, Completion: 57.500, Response: 0.100, WCRT: 0.131, Next Release: 57.700
, Completion: 57.400, Response: 0.100, WCRT: 0.230, Next Release: 57.700
Task 1- Release: 57.700, Completion: 57.818, Response: 0.118, WCRT: 0.131, Next Release: 58.000
Task 2- Release: 57.700, Completion: 57.919, Response: 0.219, WCRT: 0.230, Next Release: 58.100
Task 1- Release: 58.000, Completion: 58.103, Response: 0.103, WCRT: 0.131, Next Release: 58.300
Task 2- Release: 58.100, Completion: 58.206, Response: 0.106, WCRT: 0.230, Next Release: 58.500
Task 3- Release: 57.700, Completion: 58.225, Response: 0.525, WCRT: 0.535, Next Release: 58.300
Task 1- Release: 58.300, Completion: 58.426, Response: 0.126, WCRT: 0.131, Next Release: 58.600
